,checkpoint_time,total_distance,percentage_progress
3,False,1395.5365866511709,0.7480569948186528
4,False,1053.061465124243,0.5599093264248705
5,False,399.3034878726115,0.22538860103626943
6,False,26.078407196391332,0.009715025906735751
7,49.08,1858.1477687223198,0.9996761658031088
8,50.49,1858.53015450234,0.9996761658031088
9,False,False,False
10,False,1353.0831432616312,0.0003238341968911917
11,False,1362.000800790398,0.7227979274611399
12,False,False,False
